,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0,-0.9677878746634997,-0.8739082129130052,-0.4167091635089213,-0.45807129998520013,-0.18252260386866326,0.42662151424244527,0.09796963401125276,-0.3738822682959009,0.8409492545464254,-0.5335096529832457,-0.5529565552931206,-1.0570366791394719,-0.8220064194945302,-0.8954448020585716
1,-3.963260405901351,-3.3493253163562433,-2.0581062270032833,-2.227144454589144,0.8807310375849532,1.8576576930114448,-0.12759735127127964,-0.7754363662499394,3.634817985476232,1.3494168067310386,0.18675224433097742,-1.784682920013966,0.3048012958124094,-0.9972529419332662
2,-6.553979069805743,-5.488337621003261,-3.4645130552150203,-3.74796811254975,1.8976633574605144,3.1453843299877806,-0.3356389087604806,-1.1302994571558163,6.111877233339307,3.054343524395194,0.8997070600640792,-2.3805184620586033,1.3796717199908728,-1.0498510792989038
3,-8.438778658674709,-7.053432524043481,-4.462567614665435,-4.836233440496897,2.813085281451163,4.2200332881269205,-0.4944360579766775,-1.3892375484162631,8.090966225332725,4.421521415379103,1.5329753459429016,-2.7678120684735483,2.306458247159252,-1.0597344453769717
4,-9.398831147758484,-7.873999798567937,-4.928433591106121,-5.3609064531702675,3.5742688000306226,5.024167903806935,-0.5758969073044665,-1.513564726893415,9.435154156331658,5.328872110166711,2.038144977702705,-2.8895501390258054,3.0034387638698923,-1.035157509509072
5,-9.326065650647555,-7.8677498376955,-4.804891522239435,-5.261393290793889,4.13276689634469,5.514940908765089,-0.5596564812887043,-1.4813611094665702,10.061423407891121,5.703252404899025,2.373770583251591,-2.7172497010976544,3.4097555532843247,-0.9864751808880056
6,-8.237358520365516,-7.050633809986138,-4.109643318749893,-4.5553256424410264,4.447129513206096,5.666182310211278,-0.4365631358464498,-1.291244845618193,9.945343821820266,5.526559891991289,2.508149574005541,-2.256337797071538,3.4901853977760164,-0.9260041801368707
7,-6.272545355168619,-5.533972312121866,-2.9336155761635387,-3.335948330674617,4.486427088365332,5.470234012814297,-0.2110561128306639,-0.963102464141081,9.12054896059959,4.836127816725047,2.4223032018621535,-1.5472320488723097,3.237919049317768,-0.8672227310454922
8,-3.676539035902479,-3.5093028924693215,-1.4294628565474299,-1.7595543860858434,4.234197712593417,4.939315635365894,0.09795636773275078,-0.5356631950124904,7.673349852764486,3.719415221846868,2.1127947630739765,-0.6618675230190091,2.675111224609731,-0.8233264338605214
9,-0.7679959514756602,-1.2231458903589378,0.20816484053838533,-0.024779532186206692,3.6921987232441134,4.106105092526615,0.4579625046921425,-0.06129201797682465,5.733269630505454,2.3035748205598003,1.5938509940009946,0.3039576904268566,1.8510854237290686,-0.8053415134345702
10,2.1012503392718846,1.054781691956539,1.7679141418443454,1.65335319977948,2.883217337416899,3.0231709710589945,0.8255224667444538,0.4012042442759295,3.4606028634148704,0.7410233386851612,0.8982161532757592,1.2414948706822535,0.8382498749796766,-0.8201164181895245
11,4.590606740078945,3.0655785369568407,3.0491896787591664,3.0710984572845277,1.8522061997024175,1.760921926656558,1.150619359483368,0.7946761628098474,1.0322691945993492,-0.8074163886914346,0.07627643761206307,2.041884000032045,-0.2740090388122637,-0.8685478346831706
12,6.413197329897902,4.592898728815353,3.8881593777085937,4.06167932289475,0.6651661272787467,0.40385451460475746,1.3823361556168938,1.0714404201667658,-1.3727527351412214,-2.1899434177501877,-0.8067758232859348,2.6093634038926927,-1.3869690830185248,-0.9443545045563174
13,7.370975370486312,5.488365634135783,4.178933146148753,4.515685170720075,-0.5945147296689792,-0.9549157512223609,1.4753032441933234,1.1996754087500139,-3.587220794769451,-3.2798236351166103,-1.675662079022178,2.8732634447796808,-2.401071126401346,-1.033618226055013
14,7.378113501247904,5.6875773267530665,3.8872327036402323,4.393658752977957,-1.8321794055253748,-2.2205843389273037,1.396193549141769,1.1675255739001638,-5.4676233317729475,-3.9882181355964477,-2.4512326591041376,2.79734984598896,-3.224475640693886,-1.1152029336465326
15,6.469904018220428,5.214952756960227,3.0548767980136824,3.729455818427052,-2.949990733403894,-3.304495171832827,1.1294402624618656,0.984405354487856,-6.903531666555107,-4.272303746537837,-3.057543313759152,2.385375310364123,-3.7808680919963162,-1.1620760029217163
16,4.796280256042313,4.1771622855419555,1.794581874561373,2.624194953852157,-3.856150234347446,-4.132067807364499,0.68133927358843,0.6794193605801155,-7.823687322137474,-4.137743367531085,-3.429035757221573,1.6820868233998176,-4.015816616927021,-1.1435081184628346
17,2.6009960029224617,2.7463443113852737,0.27577212911620197,1.2318168460737045,-4.474169331089138,-4.649832960135742,0.08179301522994095,0.2972250918069363,-8.198449496980107,-3.6352644084993613,-3.5170727181552133,0.7693898704688348,-3.901189765611459,-1.0281037674440008
18,0.1892487442467544,1.1355563903809442,-1.296827126801418,-0.2617022146748614,-4.751032675763094,-4.830587499847609,-0.6168353072834845,-0.10800468222383747,-8.038520758459674,-2.8518625970893168,-3.295186362164329,-0.24212650484385895,-3.437380845220164,-0.7875741309091707
19,-2.112084673072176,-0.4301920972108064,-2.7091786309331054,-1.6626976254681296,-4.663181460263888,-4.675853827019501,-1.343963114063931,-0.4796527912655963,-7.390206700789698,-1.8978552761697007,-2.7625566328395434,-1.225569001112814,-2.6533000869161927,-0.4010707480323693
20,-3.9965604990364003,-1.7435183438820587,-3.765312816260461,-2.7945583801245406,-4.21949095558395,-4.215171004915311,-2.017918470326821,-0.7658224512666912,-6.327831984423175,-0.8915608093931524,-1.9453999165320246,-2.0527728670795375,-1.6042529612664855,0.14025705342289915
21,-5.217326600873228,-2.6410672650950575,-4.312711117816398,-3.519712667422854,-3.4607864518148674,-3.5022061673697213,-2.555299340975636,-0.9257149652230227,-4.944288303920066,0.056299163884583385,-0.8961014038528734,-2.6103052670309332,-0.3679232284164517,0.8290056880023544
22,-5.618407841839005,-3.0234348604151817,-4.262506916239676,-3.7561161056204653,-2.4558833898865995,-2.608172851839266,-2.8814825958290475,-0.9345022364462925,-3.3409632135980307,0.8563388158413031,0.3099261409612182,-2.814489669147204,0.9612531226642207,1.6382477265494348
23,-5.154192499883001,-2.8662055559728388,-3.6019073194509796,-3.486257429557819,-1.2945876168916248,-1.6134793997169699,-2.940899798046294,-0.7862064182156406,-1.6184163174649069,1.4505115635376669,1.5795145820593497,-2.6234703848057865,2.2789768970800797,2.520004398577743
24,-3.89468525463512,-2.22087898167979,-2.3971632883301135,-2.7577014159651836,-0.07848361036818283,-0.5988142220397343,-2.705587525474869,-0.49435778314332585,0.1309318582383559,1.8170367228360602,2.8088256777134477,-2.0445771632524385,3.4788274755310304,3.4061437525409484
25,-2.0159017038572054,-1.205786812636273,-0.7865763698521324,-1.6753092060462065,1.0893859483786523,0.3630544085687986,-2.180652157523203,-0.09045510485564877,1.827177130664683,1.969656439948872,3.891750112943259,-1.135756633189524,4.460379103755756,4.212157020470947
26,0.22331943307990115,0.011602314157711749,1.0357107747435623,-0.3863605152542284,2.114724182611391,1.2136440937728443,-1.4056604290344124,0.37952489031796804,3.4040076778919355,1.9514838407071513,4.728954489280728,-0.000559311455526688,5.137147911621191,4.843892858390568
27,2.515064221476797,1.2384907090545005,2.8432006492902886,0.9392980915047991,2.9208864575716156,1.9125253168361789,-0.4515221411868086,0.8601480471016235,4.806781080664544,1.8245302027495418,5.23678798707108,1.2229847395681603,5.44377683846872,5.206866010319407
28,4.5422723905778675,2.2834132621525107,4.4049047783183735,2.131362665639773,3.4555051003352535,2.4382076544311344,0.5869220502907786,1.2925330874730785,5.98855217333216,1.6566644208247088,5.355211556152692,2.3784220387815904,5.341853473168807,5.2172795016794336
29,6.019683781302749,2.9821740766753373,5.514093646713275,3.0405139745207355,3.694165047460885,2.7863734907914894,1.6017602239517184,1.6207440427043263,6.9054773036753945,1.5081508945345647,5.05395517159297,3.3099609505027927,4.823799150596249,4.813493649536978
30,6.73053363194499,3.2196406839465515,6.014300436963697,3.556457893912975,3.640851426386585,2.966122308297037,2.4849410560654515,1.7979331514774906,7.513203651188146,1.4199663656565074,4.336243639499606,3.8821949391214248,3.9143777651798244,3.9664235987851018
31,6.554319351024384,2.944598638762756,5.819282478318001,3.6203811992802484,3.325296261501774,2.995162489643961,3.1415608623469486,1.7916191744198429,7.765684051214647,1.4058066179448416,3.239647774780816,3.9979030051484306,2.6695542266533887,2.6873163377767155
32,5.4821742109748,2.175863611548184,4.924421067356971,3.2304665925393135,2.797725082119017,2.894954778338503,3.5016889539091896,1.5875500355347032,7.617358548354069,1.449113536511052,1.8338983183738116,3.611558875490818,1.172679680541916,1.0315817117959256
